date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:10:59	80357/80357	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/2.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:00	198484/198484	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/3.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:02	201603/201603	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/6.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/6.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:02	178601/178601	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/4.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:03	177199/177199	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:17%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/news/5.jpg	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/news/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:03	25199/25199	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/1.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/1.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:04	11190/11190	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/2.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/2.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:05	13735/13735	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/3.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/3.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:06	17573/17573	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/4.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/4.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:07	13593/13593	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/5.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/5.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:08	8641/8641	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:14%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/img/clients/6.png	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/img/clients/6.png	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
20:11:09	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:12%20GMT	https://duruthemes.com/demo/html/cappa/demo1-light/js/jquery-3.6.3.min.js	/storage/emulated/0/HTTrack/Websites/hotel2/duruthemes.com/demo/html/cappa/demo1-light/js/jquery-3.6.3.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-light/)
